PharmGKB Accession Id	Name	Generic Names	Trade Names	RxNorm Identifiers
PA449905	hydrocortisone	11beta-Hydroxycortisone, 17alpha-Hydroxycorticosterone, Anti-inflammatory hormone, Dihydrocostisone, Hidrocortisona [INN-Spanish], Hydrocorticosterone, Hydrocortisone Acetate, Hydrocortisone Base, Hydrocortisone Butyrate, Hydrocortisone Sodium Phosphate, Hydrocortisone Valerate, Hydrocortisone alcohol, Hydrocortisone free alcohol, Hydrocortisonum [INN-Latin], Hydroxycortisone, Idrocortisone [DCIT]	Acticort, Aeroseb HC, Aeroseb-HC, Ala-Scalp, Ala-cort, Alacort, Algicirtis, Alphaderm, Amberin, Anflam, Anusol HC, Aquacort, Aquanil HC, Balneol-hc, Barseb HC, Basan-Corti, Beta-hc, CaldeCORT Spray, Cetacort, Clear aid, Cleiton, Cobadex, Colocort, Compound F, Cort-Dome, Cort-Quin, Cortaid, Cortanal, Cortef, Cortef Acetate, Cortenema, Cortesal, Corticreme, Cortifan, Cortifoam, Cortiment, Cortisol, Cortisol alcohol, Cortisolonum, Cortisporin, Cortisporin Otico, Cortispray, Cortolotion, Cortonema, Cortoxide, Cortril, Cremesone, Cremicort-H, Cutisol, Delacort, Derm-Aid, Dermacort, Dermaspray, Dermil, Dermocortal, Dermolate, Dioderm, Dome-cort, Domolene-HC, Dricort, Drotic, EF corlin, Efcorbin, Efcortelan, Efcortelin, Eldecort, Eldercort, Epicort, Epiderm H, Esiderm H, Evacort, Ficortril, Fiocortril, Flexicort, Foille Insetti, Genacort, Glycort, Gyno-Cortisone, H-Cort, Heb Cort, Heb-Cort, Hemsol-HC, Hi-cor, Hidalone, Hidro-Colisona, Hycort, Hycortol, Hycortole, Hydracort, Hydrasson, Hydro-adreson, Hydro-colisona, Hydrocort, Hydrocortal, Hydrocortistab, Hydrocortisyl, Hydrocortone, Hydroskin, Hysone, Hytisone, Hytone, Hytone lotion, Incortin-H, Incortin-hydrogen, Kendall's compound F, Komed HC, Kyypakkaus, Lacticare HC, Lacticare-HC, Lactisona, Locoid, Locoid Lipocream, Lubricort, Maintasone, Medicort, Meusicort, Micort-hc, Mildison, Milliderm, Neosporin-H Ear, Nogenic HC, Nutracort, Nystaform-HC, Optef, Orabase HCA, Otalgine, Otobiotic, Otocort, Otosone-F, Pandel, Pediotic Suspension, Penecort, Permicort, Polcort H, Preparation H Hydrocortisone Cream, Prepcort, Prevex HC, Proctocort, Proctofoam, Protocort, Racet, Rectoid, Reichstein's Substance M, Remederm HC, Sanatison, Scalpicin Capilar, Schericur, Scheroson F, Sigmacort, Signef, Stie-cort, Stiefcorcil, Synacort, Systral Hydrocort, THE, Tarcortin, Tetrahydro E, Tetrahydrocompound E, Texacort, Texacort lotion 25, Thyrotropic-releasing factor, Timocort, Transderma H, Traumaide, Uniderm, Urocortisone, Vioform-Hydrocortisone, VoSol HC, Vytone, Westcort, Zenoxone	5492
PA164752557	hydroflumethiazide	Dihydroflumethazide, Hidroflumetiazid, Hydroflumethazide, Hydroflumethizide, Trifluoromethylhydrazide, Trifluoromethylhydrothiazide	Diuredemina, Diurometon, Enjit, Flutizide, Glomerulin, Hidroalogen, Robezon, Spandiuril	5495
PA449917	hydrogen peroxide			5499
PA166220665	hydromorphol n-oxide	(4R,4aR,7aR,12bS)-3-methyl-3-oxido-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7,9-diol		
PA449918	hydromorphone	Dihydromorfinon [Czech], Dihydromorphinone, Hidromorfona [INN-Spanish], Hydromorfona [Spanish], Hydromorphon, Hydromorphone HCL, Hydromorphonum [INN-Latin]	DiMo, Dilaudid, Dilaudid Oros, Dilaudid-hp, Dimorphone, Hymorphan, Idromorfone, Laudacon, Laudicon, Novolaudon, Palladone, Paramorphan	3423
PA449924	hydroquinone			5509
PA164768689	hydroxocobalamin	Hydroxocobalamin Vitamin B12, Hydroxocobalamin acetate, Hydroxocobalamin monohydrochloride, Hydroxocobalaminacetat, Hydroxomin, Vitamin B12a	Acti-B12, Alpharedisol, Cyanokit, Hydro Cobex, Hydroxy Cobal	5514
PA164777036	hydroxychloroquine	2-((4-((7-Chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol, Gen-Hydroxychloroquine 200mg Tablets, HCQ, Hidroxicloroquina [inn-spanish], Hydroxychloroguine, Hydroxychloroquine sulfate, Hydroxychloroquinum [inn-latin], Idrossiclorochina [dcit], Oxichlorochinum, Oxichloroquine, Oxychlorochin, Oxychloroquine	Axemal, Dolquine, Ercoquin, Plaquenil, Polirreumin, Quensyl	5521
PA166228341	hydroxycobalamin			
PA449932	hydroxyprogesterone	17alpha-hydroxyprogesterone		5542
PA164746492	hydroxypropyl cellulose	Hydroxypropylmethylcellulose phthalate, Hypromellose phthtalate	Lacrisert	
PA164712797	Hydroxyquinoline derivatives			
PA164745514	hydroxystilbamidine isethionate	HSB		
PA449942	hydroxyurea	Carbamohydroxamic Acid, Carbamohydroximic Acid, Carbamohydroxyamic Acid, Carbamoyl Oxime, Carbamyl Hydroxamate, HU, Hydroxicarbamidum, Hydroxycarbamide, Hydroxycarbamine, Hydroxylurea, Idrossicarbamide [Dcit], N-Carbamoylhydroxylamine, N-Hydroxyurea, Sterile Urea	Biosupressin, Droxia, Hidrix, Hydrea, Hydreia, Hydura, Hydurea, Litaler, Litalir, Onco-Carbide, Oxyurea, Ureaphil	5552
PA449943	hydroxyzine	Hidroxizina [INN-Spanish], Hydroksyzyny [Polish], Hydroxine, Hydroxizine, Hydroxizinum, Hydroxycine, Hydroxyzin, Hydroxyzine Base, Hydroxyzine Hcl, Hydroxyzine Pamoate, Hydroxyzinum [INN-Latin], Hydroxyzyne, Idrossizina [Dcit]	Alamon, Atara, Atarax, Ataraxoid, Atarazoid, Atarox, Atazina, Aterax, Deinait, Durrax, Equipoise, Equipose, Fenarol, Hy-Pam 25, Hychotine, Masmoran, Neo-Calma, Neurozina, Nevrolaks, Orgatrax, Pamazone, Paxistil, Placidol, Plaxidol, Quiess, Tran-Q, Tranquizine, Traquizine, Vesparaz-Wirkstoff, Vistaril, Vistaril Pamoate, Vistazine	5553
PA166242401	hygromycin b	(3'R,3aS,4S,4'S,5'R,6R,6'R,7S,7aS)-4-[(1R,2S,3R,5S,6R)-3-amino-2,6-dihydroxy-5-(methylamino)cyclohexyl]oxy-6'-(1-amino-2-hydroxyethyl)-6-(hydroxymethyl)spiro[4,6,7,7a-tetrahydro-3aH-[1,3]dioxolo[4,5-c]pyran-2,2'-oxane]-3',4',5',7-tetrol		
PA166222902	hymecromone	4-methylumbelliferone, 7-hydroxy-4-methylchromen-2-one	Cantabiline	
PA164776844	hyoscyamine	(s)-(¿)-hyoscyamine, (s)-atropine, (¿)-atropine, (¿)-hyoscyamine, Hyocyamine, L-Atropine, L-Hyopscyamine, L-Hyoscamine, L-Hyoscyamine, L-Tropine Tropate	Anaspaz, Buwecon, Cystospaz, Daturine, Donnamar, Duboisine, Duretter, Egacene, Egazil, Gastrosed, Levbid, Levsin, Levsinex, Neoquess, NuLev, OIN, Peptard, Scopolia Extract, Symax	153970
PA165985514	hyperforin			
PA164712798	Hypertonic solutions			
PA164712799	Hypnotics And Sedatives			
PA164712800	Hypnotics and sedatives in combination, excl. barbiturates			
PA164712801	Hypothalamic Hormones			
PA10270	ibandronate	Ibandronate sodium, Ibandronate sodium monohydrate, Ibandronic Acid, R484, ibandronate	Bondronat, Boniva, Bonviva	115264
PA166331561	ibogaine	"""(18R)-12-methoxyibogamine"", ""(1R,15R,17S,18S)-17-ethyl-7-methoxy-3,13-diazapentacyclo[13.3.1.02,10.04,9.013,18]nonadeca-2(10),4(9),5,7-tetraene"""		
PA164781375	ibritumomab	"""Ig gamma-2A chain C region, membrane-bound form"", ""radiolabeled murine anti-CD20"""	Zevalin	
PA166121346	ibrutinib		PCI-32765	1442981
PA165958351	ibudilast	"""2-isopropyl-3-isobutyrylpyrazolo(1,5-a)pyridine"", ""3-isobutyryl-2-isopropylpyrazolo(1,5-a)pyridine"", ""3-isobutyryl-2-isopropylpyrazolo[1,5-a]pyridine"", ""av-411"", ""eyevinal"", ""i0157_sigma"", ""ibudilast (jan/inn)"", ""ibudilast [inn:jan]"", ""ibudilastum"", ""ibudilastum [latin]"", ""ke tas"", ""ketas"", ""ketas (tn)"", ""lopac-i-0157"", ""mn-166"", ""pyrazolo(1,5-a)pyridine, 3-isobutyryl-2-isopropyl-"", ""tocris-1694"", ""unii-m0tth61xc5"""		
PA166049187	ibufenac			
PA449957	ibuprofen	Ibuprophen, P-Isobutylhydratropic Acid, Para-Isobutylhydratropic Acid	Actiprofen, Adran, Advil, Advil Liqui-Gels, Amersol, Amibufen, Anco, Andran, Anflagen, Apo-Ibuprofen, Apsifen, Apsifen-F, Artril 300, Bluton, Brufanic, Brufen, Brufort, Buburone, Butylenin, Cap-Profen, Children's Advil, Children's Elixsure, Children's Ibuprofen, Children's Motrin, Codral, Dolgin, Dolgirid, Dolgit, Dolo-Dolgit, Dolocyl, Ebufac, Emodin, Epobron, Femadon, Fenbid Spansule, Haltran, Ibu, Ibu-Attritin, Ibu-Slo, Ibu-Tab, Ibu-Tab 200, Ibufen, Ibumetin, Ibuprin, Ibuprocin, Ibuprohm, Ibutid, Ifen, Inabrin, Inoven, Junior Strength Advil, Junior Strength Ibuprofen, Junior Strength Motrin, Lamidon, Lebrufen, Lidifen, Liptan, Medipren, Midol, Midol 200, Motrin, Mynosedin, Napacetin, NeoProfen, Nobfelon, Nobfen, Nobgen, Novogent N, Novoprofen, Nuprin, Nurofen, Pantrop, Paxofen, Pedia-Profen, Pediaprofen, Pediatric Advil, Profen, Rafen, Rebugen, Roidenin, Rufen, Seclodin, Suspren, Tab-Profen, Tabalon, Trendar, Urem	5640
PA449958	ibutilide	Ibutilida [INN-Spanish], Ibutilide, Ibutilide Fumarate, Ibutilidum [INN-Latin]	Corvert	41289
PA164749185	icatibant	JE049, icatibant	Firazyr	1148138
PA164743096	icodextrin	Dextrine, icodextrin	"""Adept"", ""Dextrin, Caloreen"", ""Extraneal"", ""Icodial"""	140480
PA164746077	icosapent	EPA, Eicosapentaenoic acid, Icosapentaenoic acid, Timnodonic acid		
PA166114460	icotinib			
PA449961	idarubicin	Idarubicin Hcl, Idarubicin Hydrochloride, Idarubicina [INN-Spanish], Idarubicine [INN-French], Idarubicinum [INN-Latin]	Idamycin, Idamycin PFS, Idarubicin Aglycone, Idarubicin HCl PFS	5650
PA166306061	idarucizumab			1716191
PA164781019	idoxuridine	5-iododeoxyuridine, 5IDU, 5IUDR, Allergan 201, Allergan 211, ID2, IDU, IDUR, IUDR, Idossuridina [DCIT], Idoxuridin, Idoxuridina [INN-Spanish], Idoxuridinum [INN-Latin], Iododeoxyridine, Iodoxuridine	Antizona, Dendrid, Emanil, Heratil, Herpe-Gel, Herpes-Gel, Herpesil, Herpid, Herpidu, Herplex, Herplex Liquifilm, Idexur, Idoxene, Idu Oculos, Iducher, Idulea, Iduridin, Iduviran, Joddeoxiuridin, Kerecid, Ophthalmadine, Spectanefran, Stoxil, Synmiol, Virudox	5653
PA153627678	idraparinux			
PA164749134	idursulfase		Elaprase	644101
PA449964	ifosfamide	Asta Z 4942, I-Phosphamide, Ifosfamid, Ifosfamide Sterile, Ifsofamide, Iphosphamid, Iphosphamide, Isofosfamide, Isophosphamide, ifosphamide	Cyfos, Holoxan 1000, IFEX, Ifex/Mesnex Kit, Ifosfamide/Mesna Kit, Isoendoxan, Mitoxana, Naxamide	5657
PA166178387	iguratimod			
PA165947499	ilaprazole			
PA161199368	iloperidone			73178
PA164746843	iloprost	iloprost	Ventavis	40138
PA10804	imatinib	Imatinib Mesylate, Imatinib Methansulfonate, sti-571	Gleevec, Glivec	282388
PA166255842	imdevimab			2465249
PA452640	imidapril			60245
PA164712804	Imidazole and triazole derivatives			
PA164712807	Imidazole derivatives	Imidazole derivatives		
PA164712809	Imidazole derivatives and corticosteroids			
PA164712810	Imidazoline derivatives			
PA164712811	Imidazoline receptor agonists			
PA164712812	Imidazoline receptor agonists in combination with diuretics			
PA164712813	Imidazothiazole derivatives			
PA164742934	imiglucerase	Acid beta-glucosidase, Beta-glucocerebrosidase, D-glucosyl-N-acylsphingosine glucohydrolase, Glucosylceramidase precursor	Ceredase, Cerezyme, Cerezyme	84959
PA449968	imipenem	"""IMP"", ""Imipemide"", ""Imipenem, n-formimidoyl thienamycin"", ""N-formimidoylthienamycin"""	Tienamycin	5690
PA449969	imipramine		"""Antideprin"", ""Berkomine"", ""Censtim"", ""Censtin"", ""DPID"", ""Declomipramine"", ""Dimipressin"", ""Dyna-Zina"", ""Dynaprin"", ""Estraldine"", ""Eupramin"", ""IM"", ""Imavate"", ""Imidobenzyle"", ""Imipramina"", ""Imipramine Hcl"", ""Imiprin"", ""Imizin"", ""Imizine"", ""Imizinum"", ""Impramine"", ""Intalpram"", ""Iramil"", ""Irmin"", ""Janimine"", ""Melipramin"", ""Melipramine"", ""Nelipramin"", ""Norfranil"", ""Pramine"", ""Prazepine"", ""Presamine"", ""Promiben"", ""Psychoforin"", ""Sk-Pramine"", ""Surplix"", ""Timolet"", ""Tipramine"", ""Tofranil, Base"", ""Tofranil-PM (imipramine pamoate)"", ""Tofranil-Pm"", ""Tofraniln A"""	5691
PA449972	imiquimod	Imiquimod acetate, imiquimod	Aldara	59943
PA164754884	immune globulin	Ig alpha-2 chain C region, immune globulin, immunoglobulin g	Civacir, Flebogamma, Gamunex	
PA164712814	Immune Sera	Immune sera		
PA164712815	Immune Sera And Immunoglobulins			
PA164712817	Immunoglobulins			5720
PA164712818	Immunoglobulins, normal human			
PA164712819	Immunostimulants	Immunostimulants		
PA164712821	Immunosuppressants	Immunosuppressants		
PA166400101	inavolisib	(2S)-2-[[2-[(4S)-4-(difluoromethyl)-2-oxo-1,3-oxazolidin-3-yl]-5,6-dihydroimidazo[1,2-d][1,4]benzoxazepin-9-yl]amino]propanamide	Itovebi	
PA166268802	inclisiran	ALN-PCS, ALN-PCSsc, Cemdisiran		
PA164712823	Incontinence equipment			
PA165958348	indacaterol	5-(2-(5,6-diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1h-quinolin-2-one	Arcapta, Onbrez	1114326
PA449975	indapamide	Indapamida [INN-Spanish], Indapamidum [INN-Latin]	Apo-Indapamide, Arifon, Bajaten, Cormil, Damide, Fludex, Gen-Indapamide, Idapamide, Indaflex, Indamol, Ipamix, Lozide, Lozol, Natrilix, Natrix, Noranat, Novo-Indapamide, Nu-Indapamide, Pressurai, Tandix, Tertensif, Veroxil	5764
PA164754881	indecainide	9-(3-(Isopropylamino)propyl))fluorene-9-carboxamide, 9-(3-(Isopropylamino)propyl)-9-fluorenylcarboxamid, Indecainida [Spanish], Indecainidum [Latin], Ricainid, Ricainide	Decabid	
PA164712824	Indifferent preparations			
PA449977	indinavir	Compound J, Indinavir sulfate	Crixivan	114289
PA164712825	Indium (111In) compounds			
PA164712827	Indole derivatives			
PA449982	indomethacin	IMN, Indometacine, Indometacyna, Indomethacine, Indomethacinum, Indomethancin, Indomethazine, Indomethine, Indometicina, indomethacin	Amuno, Apo-Indomethacin, Argun, Arthrexin, Artracin, Artrinovo, Artrivia, Bonidin, Bonidon, Bonidon Gel, Catlep, Chibro-Amuno, Chrono-Indicid, Chrono-Indocid, Confortid, Dolcidium, Dolcidium Pl, Dolovin, Durametacin, Elmetacin, Flexin Continus, Hicin, Idomethine, Imbrilon, Inacid, Indacin, Indaflex, Indameth, Indmethacine, Indo-Lemmon, Indo-Phlogont, Indo-Rectolmin, Indo-Spray, Indo-Tablinen, Indocid, Indocid Pda, Indocid Sr, Indocin, Indocin I.V, Indocin I.V., Indocin Sr, Indolar Sr, Indomecol, Indomed, Indomee, Indomethegan, Indomo, Indomod, Indoptic, Indoptol, Indorektal, Indoxen, Inflazon, Infrocin, Inteban Sp, Lausit, Liometacen, Metacen, Metartril, Methazine, Metindol, Miametan, Mikametan, Mobilan, Novo-Methacin, Novomethacin, Nu-Indo, Reumacide, Rhemacin La, Rheumacin La, Sadoreum, Tannex, Vonum	5781
PA166224921	inebilizumab	inebilizumab-cdon		2373951
PA164712828	Infant Formulas			
PA166252061	infigratinib	"""3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-[6-[4-(4-ethylpiperazin-1-yl)anilino]pyrimidin-4-yl]-1-methylurea"", ""BGJ-398"""		2550729
PA164712829	Inflammation And Infection Detection			
PA452639	infliximab	Ig gamma-1 chain C region	Remicade, Remicade	191831
PA164712830	Influenza vaccines			
PA165291474	iniparib		BSI-201	
PA166182756	inotersen	inotersen sodium	TEGSEDI	2099289
PA166177510	inotuzumab ozogamicin		Besponsa	1942950
PA164712831	Insecticides And Repellents			
PA164784029	insulin-aspart	"""aspart"", ""aspart insulin"", ""b28-aspart-insulin"", ""ina-x14"", ""insulin x14"", ""insulin, asp(b28)"""	NovoLog, NovoRapid, NovoRapid Penfill, Novolog FlexPen, Novolog Penfill	
PA164746470	insulin-detemir	29b-[n6-(oxo-tetradecy)-l-lysine]-(1a-21a),(1b-29b)-insulin (human)	Levemir	
PA449992	insulin glargine	Insulin glargine, insulin glargine (rdna origin), insulin glargine recombinant	Lantus, Lantus SoloStar	274783
PA164760859	insulin-glulisine		Apidra	
PA164747059	insulin-lispro			
PA164745627	insulin lyspro recombinant	Humalog, Insulin Lispro	Humalog, Humalog Mix 75/25 Pen, Insulin Lispro	
PA166175761	insulin peglispro			
PA164781053	insulin, porcine	Insulin precursor	Iletin II	
PA164744571	insulin recombinant	Insulin precursor	Novolin R	1372723
PA164712832	Insulins And Analogues			
PA164712833	Insulins and analogues for inhalation			
PA164712834	Insulins and analogues for injection, fast-acting			
PA164712835	Insulins and analogues for injection, intermediate-acting			
PA164712836	Insulins and analogues for injection, intermediate-acting combined with fast-acting			
PA164712837	Insulins and analogues for injection, long-acting			
PA164779048	interferon alfa-2a, recombinant	Interferon alfa-2a, Oral interferon alfa, rIFN-alpha-2a	Roferon A, Veldona	5879
PA164783990	interferon alfa-2b, recombinant	Interferon alfa-2b, rIFN-alpha-2b	Intron A	5880
PA164749376	interferon alfacon-1	"""CIFN"", ""IFN Alfacon-1"", ""Interferon Consensus, Methionyl"", ""Recombinant Consensus Interferon"", ""Recombinant methionyl human consensus interferon"", ""consensus interferon"", ""methionyl interferon consensus"", ""methionyl-interferon-consensus"", ""rCon-IFN"""	Advaferon, Infergen, Infergen	59744
PA164746538	interferon alfa-n1	Interferon alpha-2, Interferon alpha-A, LeIF A	Wellferon	202912
PA164746228	interferon alfa-n3	interferon alfa-n3	Alferon, Alferon LDO, Alferon N Injection	612937
PA450037	interferon beta-1a	Fibroblast interferon, IFN-beta, Interferon beta precursor	Avonex, Avonex, Belerofon	75917
PA450039	interferon beta-1b	Fibroblast interferon, IFN-beta, Interferon beta precursor	Betaseron, Betaseron	72257
PA164746386	interferon gamma-1b	IFN-gamma, Immune interferon, Interferon gamma precursor, interferon gamma-1b	Actimmune, Actimmune	5882
PA451999	interferons			
PA164712838	Interleukin inhibitors			
PA164712839	Interleukins			
PA164712840	Intermediate-acting sulfonamides			
PA164712841	Intestinal Adsorbents			
PA164712842	Intestinal Antiinfectives			
PA164712843	Intestinal Antiinflammatory Agents			
PA164712844	Intrauterine contraceptives			
PA164712845	Intravaginal contraceptives			
PA450043	inulin		Inulin USP 27, Inulin from Jerusalem artichokes	5924
PA450049	iodine			5933
PA164712846	Iodine (123I) compounds			
PA164712847	Iodine (125I) compounds			
PA164712848	Iodine (131I) compounds			
PA164712851	Iodine products			
PA164712850	Iodine Therapy	Iodine therapy		
PA164745532	iodipamide	"""3,3'-[(1,6-dioxohexane-1,6-diyl)diimino]bis(2,4,6-triiodobenzoic acid)"", ""Adipiodona [INN-Spanish]"", ""Adipiodone"", ""Adipiodonum [INN-Latin]"", ""IDB"", ""Iodipamic acid"""	Bilignost, Bilignostum, Biligrafin, Cholografin, Cholospect, Transbilix	5936
PA164783998	iodixanol	Indixanol, Iodixanolum	Visipaque, Visipaque 270, Visipaque 320	27729
PA450061	iohexol		Exypaque, Histodenz, Nycodenz, Omnipaque	5956
PA164743143	iophendylate		Pantopaque	5968
PA166182718	ipilimumab		Yervoy	1094833
PA450082	ipratropium	Ipatropium Bromide, Ipratropium Bromide, N-Isopropylatropine, ipratropium	Aerodose, Aerovent, Apo-Ipravent, Apovent, Atronase, Atrovent, Atrovent Aerosol, Atrovent HFA, Atrovent Nasal, Bitrop, Disne-Asmol, Ipravent, Ipvent, Kendral-Ipratropium, Narilet, Rhinotrop, Rhinovent, Rinatec, Rinoberen, Rinovagos, Vagos	7213
PA165949694	iptakalim			
PA450084	irbesartan	irbesartan	Avalide, Avapro, Irbesarran, Irbesartan [Usan:Inn], Lrbesartan	83818
PA450085	irinotecan	Irinotecan Hcl, Irinotecan Hydrochloride, Irinotecan Hydrochloride Trihydrate, Irinotecanum [INN-Latin], irinotecan	"""CP0"", ""Camptosar"", ""IRINOTECAN, CPT-11"""	51499
PA450087	iron		Ed-In-Sol, Fe-40, Feosol, Feostat, Fer-In-Sol, Feratab, Fergon, Feronate, Ferretts, Ferro-Caps, Ferro-Time, Ferrousal, Hemocyte, Ircon, Mol-Iron, Nephro-Fer, Siderol, Slow Fe, Vitedyn-Slo, Yieronia	90176
PA164712854	Iron bivalent, oral preparations			
PA164712855	Iron chelating agents			
PA164764618	iron dextran	Dexferrum, Dextran iron	Imferon, Infed, Proferdex	
PA164712856	Iron in combination with folic acid			
PA164712857	Iron in other combinations			
PA164712853	Iron Preparations			
PA164712858	Iron trivalent, oral preparations			
PA164712859	Iron trivalent, parenteral preparations			
PA164712860	Irrigating Solutions			
PA166224941	isatuximab	[rxnav ID: 2282019], isatuximab-irfc	SAR650984, SARCLISA	
PA166356301	isavuconazole	"""4-{2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1H-1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl}benzonitrile"", ""Cresemba"""		1720882
PA166241781	isepamicin	(2S)-3-amino-N-[(1R,2S,3S,4R,5S)-5-amino-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-2-[(2R,3R,4R,5R)-3,5-dihydroxy-5-methyl-4-(methylamino)oxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxypropanamide		
PA166400261	islatravir	(2R,3S,5R)-5-(6-amino-2-fluoropurin-9-yl)-2-ethynyl-2-(hydroxymethyl)oxolan-3-ol		
PA450101	isocarboxazid	Isocarbonazid, Isocarbossazide [Dcit], Isocarboxazida [INN-Spanish], Isocarboxazide, Isocarboxazide [INN-French], Isocarboxazidum [INN-Latin], Isocarboxyzid	BMIH, Benazide, Enerzer, Maraplan, Marplan, Marplon	6011
PA450103	isoetharine	Isoetarina [INN-Spanish], Isoetarinum [INN-Latin], Isoetharine Hcl, Isoetharine mesylate	Beta-2, Bronkometer, Bronkosol, Dey-Lute Isoetharine, Dilabron, Etyprenaline, Isoetarin, Isoetarine, Isoetharine HCl S/F, Neoisuprel	6023
PA450106	isoflurane		Aerrane, Ethane, Forane, Forene, Isoflurane [Usan:Ban:Inn:Jan], Isofluranum [INN-Latin]	6026
PA164748933	isoflurophate	DFP, Diflupyl, Diflurophate, Diisopropoxyphosphoryl Fluoride	"""Diisopropyl Fluoridophosphate"", ""Diisopropyl Fluorophosphate"", ""Diisopropyl Fluorophosphonate"", ""Diisopropyl Phosphofluoridate"", ""Diisopropyl Phosphorofluoridate"", ""Diisopropylfluorfosfat"", ""Disiopropyl Fluorophosphonate"", ""Dyflos"", ""Floropryl"", ""Fluorodiisopropyl Phosphate"", ""Fluoropryl"", ""Fluostigmine"", ""Fluropryl"", ""Humorsol"", ""Isofluorophate"", ""Isofluorphate"", ""Isoflurophosphate"", ""Isopropyl Fluophosphate"", ""Isopropyl Phosphorofluoridate"", ""Neoglaucit"", ""O,O-Diisopropyl Fluorophosphate"", ""PF-3"""	6027
PA165958379	isometheptene			27946
PA450112	isoniazid	HIA, Hydrazid, Hydrazide, INH, Isohydrazide, Isonicotinhydrazid, Isonicotinic acid hydrazide, Isonicotinic hydrazide, Isonicotinohydrazide, Isonicotinoyl hydrazide, Isonicotinyl hydrazide, Isonicotinyl hydrazine, Isonicotinylhydrazine	Andrazide, Antimicina, Antituberkulosum, Armacide, Armazid, Armazide, Atcotibine, Azuren, Bacillin, Cedin, Cemidon, Chemiazid, Chemidon, Cortinazine, Cotinazin, Cotinizin, Defonin, Dibutin, Diforin, Dinacrin, Ditubin, Ebidene, Eralon, Ertuban, Eutizon, Evalon, FSR 3, Fimalene, GINK, Hidranizil, Hidrasonil, Hidrulta, Hidrun, Hycozid, Hyozid, Hyzyd, Ido-tebin, Idrazil, Inah, Inizid, Iscotin, Isidrina, Ismazide, Isobicina, Isocid, Isocidene, Isocotin, Isolyn, Isonerit, Isonex, Isoniacid, Isoniazid SA, Isoniazide, Isonicazide, Isonicid, Isonico, Isonicotan, Isonicotil, Isonide, Isonidrin, Isonikazid, Isonilex, Isonin, Isonindon, Isonirit, Isoniton, Isonizide, Isopyrin, Isotamine, Isotebe, Isotebezid, Isotinyl, Isozide, Isozyd, Laniazid, Laniozid, Mybasan, Neo-Tizide, Neoteben, Neoxin, Neumandin, Nevin, Niadrin, Nicazide, Nicetal, Nicizina, Niconyl, Nicotibina, Nicotibine, Nicotisan, Nicozide, Nidaton, Nidrazid, Nikozid, Niplen, Nitadon, Nydrazid, Nyscozid, Pelazid, Percin, Phthisen, Pycazide, Pyreazid, Pyricidin, Pyridicin, Pyrizidin, Raumanon, Razide, Retozide, Rifamate, Rimicid, Rimifon, Rimiphone, Rimitsid, Robiselin, Robisellin, Roxifen, Sanohidrazina, Sauterazid, Sauterzid, Stanozide, TB-Phlogin, TB-Razide, TB-Vis, Tebecid, Tebenic, Tebexin, Tebilon, Tebos, Teebaconin, Tekazin, Tibazide, Tibemid, Tibison, Tibivis, Tibusan, Tubazid, Tubazide, Tubeco, Tubecotubercid, Tuberian, Tubicon, Tubilysin, Tubomel, Tyvid, Unicocyde, Unicozyde, Vazadrine, Vederon, Zidafimia, Zinadon, Zonazide	6038
PA166176022	isoniazid / pyrazinamide / rifampin			214662
PA164781398	isopropamide	"""2,2-Diphenyl-4-diisopropylaminobutyramide methiodide"", ""4-(Diisopropylamino)-2,2-diphenylbutyramide methiodide"", ""Chloroisopropamide"", ""Isopropamide iodide"", ""Isoproponum iodide"""	Darbid, Dipramid, Dipramide, Isamid, Marygin-M, Piaccamide, Priamide, Priazimide, Sanulcin, Tyrimide	89784
PA450117	isopropyl alcohol			797541
PA450121	isoproterenol	Epinephrine Isopropyl Homolog, IPA, Isoprenalin, Isoprenaline, Isopropydrin, Isopropyladrenaline, Isopropylarterenol, Isopropylnoradrenaline, Isopropylnorepinephrine, Isoproterenol Chloride, Isoproterenol HCl, L-Isopropylnoradrenaline, L-Isoproterenol, N-Isopropylnoradrenaline, N-Isopropylnorepinephrine	Aerolone, Aleudrin, Aleudrine, Aludrin, Aludrine, Asiprenol, Asmalar, Assiprenol, Bellasthman, Bronkephrine, Euspiran, Isadrine, Isonorene, Isonorin, Isorenin, Isuprel, Isuprel Mistometer, Isupren, Medihaler-Iso, Neo-Epinine, Neodrenal, Norisodrine, Norisodrine Aerotrol, Novodrin, Proternol, Respifral, Saventrine, Vapo-Iso	6054
